publish_date,headline,main_text,media
2013-01-07,Nvidia Wows CES with Project Shield Android and PC Gaming Console,"The Nvidia Shield is easily one of the most exciting gadgets of CES 2013, combining Android with a Tegra 4 processor inside a 5-inch portable gaming console. The device offers console-grade controllers, easy access to Tegra Zone for playing mobile games, plus the ability to stream the latest PC games. Although Nvidia experienced a few hiccups getting up and running, the Shield successfully streamed Need for Speed from a PC to a 4K television, delivering an awesome amount of eye candy. (You'll need a PC with the latest Nvidia GPU.) Nvidia also says you'll be able to access nearly 2,000 games via Valve's Steam service, including Assassin's Creed III. The Nvidia Shield sports a 5-inch HD display and a first-of-its-kind bass reflex audio system that promises to outperform the latest HP Beats Audio laptop. You should expect 5 to 10 hours of gameplay along with up to 24 hours of HD video playback. Connectivity options include HDMI, microUSB, and microSD. Plus, you can purchase customizable tags or shield for the lid of the device. When you press the shield button you enter a Game mode, with plenty of high-quality titles available, from Hawken (supporting the Unreal 3 engine) to Real Boxing. Stay tuned for more details.",FoxNews
2012-05-25,Report: Google and ASUS To Unveil Nexus Tablet at Google I/O,"If you're desperately wondering about what's in store for the imminent Google I/O conference, here are some reports to satiate your curiosity. Yesterday, DigiTimes published a rumor that a collaboration by Google and ASUS would produce an official Nexus tablet, slated to start shipping in June for $149 and today, Techno Buffalo endorsed those claims with a report of their own, adding that one of their ""trusted sources"" informed them that Google would be taking the wraps off this Nexus tablet at Google I/O. That's not to say, however, that the two reports aren't at odds with one another in some aspects. First, Techno Buffalo makes the completely independent claim that the Nexus tablet will based on NVIDIA's ""Project Kai"" tablet strategy -- which, in case you've forgotten, involved the goal of developing a sub-$200 tablet sporting NVIDIA's quad-core Tegra 3 chip. Techno Buffalo says that since their source confirmed the inclusion of this chip in the tablet, it's likely that it will carry a $199 price tag, also corroborating previous rumors. (DigiTimes says the device will cost $149.) Furthermore, the outlet is reporting that the Nexus tablet will come preloaded with Android 5.0 ""Jelly Bean"" preinstalled, according to their sources. We'd take this last detail with caution, especially given that most Android devices have yet to receive the Ice Cream Sandwich 4.0 update. Either way Google I/O is just a month away, so we'll find out soon which of these reports will hold up as truth. But as we wait, the churning rumor mill is an altogether welcome distraction to tide us over until such time that the official conference date comes to pass. via DigiTimes and Techno BuffaloImage via Techno Buffalo",FoxNews
2010-01-14,"Among Technophiles, Tesla In and Edison Out","Decades after he died penniless, Nikola Tesla is elbowing aside his old adversary Thomas Edison in the pantheon of geek gods. When California engineers wanted to brand their new $100,000 electric sports car, one name stood out: Tesla. When circuit designers at microchip producer Nvidia Corp. in 2007 launched a new line of advanced processors, they called them Tesla. And when videogame writers at Capcom Entertainment in Silicon Valley needed a character who could understand alien spaceships for their new Dark Void saga, they found him in Nikola Tesla. Tesla was a scientist and inventor who achieved fame and fortune in the 1880s for figuring out how to make alternating current work on a grand scale, electrifying the world. He created the first major hydroelectric dam, at Niagara Falls. He thrilled packed theaters with presentations in which he ran high voltage through his body to illuminate a fluorescent light in his hand. His inventions helped Guglielmo Marconi develop radio. And his rivalry with Edison—called the Battle of the Currents because Edison had bet on direct current—was legendary. Tesla won the contest, when his AC equipment powered an unprecedented display of electric light at the 1893 Chicago World's Fair. Fifty years later, the 86-year-old Serbian emigré died in obscurity at a New York hotel, unmarried, childless and bereft of friends. Meanwhile, Edison was lionized for generations as one of America's greatest inventors. But Tesla has been rediscovered by technophiles, including Google Inc. co-founder Larry Page, who frequently cites him as an early inspiration. And Teslamania is going increasingly mainstream. An early hint was ""Tesla Girls,"" a 1984 single from the British technopop band Orchestral Manoeuvres in the Dark. Performance artist Laurie Anderson has said she was fascinated by Tesla. David Bowie played a fictionalized version of him in the 2006 film ""The Prestige,"" alongside Christian Bale and Hugh Jackman. Director Terry Gilliam described Tesla in a recent documentary film as ""more of an artist than a scientist in some strange way."" Tesla, in short, is cool. For more on this story, read The Wall Street Journal.",FoxNews
2013-01-09,Nvidia Project Shield In-Depth Preview: Mobile Gaming Evolved,"Based on how many people were gathered at Nvidia's booth to gawk at Project Shield--behind glass--it's safe to say that it's one of the most buzzed-about gadgets at CES 2013. Now that we've held the portable gaming console in our hands, we can say with confidence that it's worthy of the hype. The Shield is much more than a game controller with a sharp and vibrant 5-inch touch screen tacked on. It's a whole new way to experience high-octane Android games, as well as the latest titles streamed from your PC. Instead of futzing with touch controls, you can enjoy a lot more precision using the Shield's two analog sticks and multitude of buttons. While casual gamers might be scared off, this gadget isn't for the Angry Birds crowd. To be clear, the Shield is not a pocket-friendly device. This is something that gamers will throw in a bag and then whip out when they want to mow down some bad guys or bash a boxer's face in. At first we thought the analog controllers were packed too close together, but after a few seconds we had no problem moving and panning. What makes the Shield exciting to us is its versatility. It dowloads plays demanding 3D games downloaded from the Nvidia Tegra store, and it can stream the latest titles from your PC--but only if it has a recent model Nvidia GPU. For notebooks, we're talking about a GTX 660M, which are typically north of a grand. Streaming to a TV will be possible via Miracast technology, and Nvidia says that there should be several adapters on the market that deliver this AirPlay-like experience to multiple TV brands. Fuller integration of the technology into sets is a little ways off. During gameplay, Borderlands 2 streamed buttery smooth from a nearby desktop, but it was over an Ethernet connection. We'll have to see how well PC-to-Shield gameplay holds up over Wi-Fi. Overall, the Nvidia Shield is an exciting innovation not only because it demonstrates that Nvidia has serious hardware chops. Devices like this will finally spur Android game developers to give Google's platform the attention it deserves.",FoxNews
2012-06-04,Gigabyte U2442 Brings High-End Nvidia Graphics to the Ultrabook,"Ultrabooks with Intel's 3rd Generation Core Series processors may be good enough for productivity tasks, but we wouldn't recommend playing Batman: Arkham City on them. Fortunately, you don't have to choose between a thin-lightweight notebook and one with strong graphics performance. While it's not marketed as a gaming rig, the new Gigabyte u2442 14-inch Ultrabook comes with an optional Nvidia GT640M graphics chip, but weighs a reasonable 3.46 pounds while measuring just .7 inches thick. The notebook comes in three main configurations, the entry-level U2442C that has a 1366 x 768 display, integrated graphics and a 2.5-GHz Intel Core i5 CPU, the U2442V that uses a 1.9-GHz low-voltage Core i7 CPU with a 1600 x 900 display and integrated graphics, and the U2442N which has the 2.5-GHz Core i5 with a 1600 x 900 screen and the Nvidia GT640M chip. All versions have a wide selection of ports including full-size HDMI, Ethernet, SD card reader and USB 3.0 slots. We got a first glance at the U2442 at Cebit in March but today in Taipei we had a chance to take a somewhat more detailed look at the U2442V, which looks identical to the U2442N but doesn't have the same discrete graphics / CPU under the hood. We really liked the tron-esque blue keyboard backlight, the silver-colored chassis and the bright, colorful screen. We also loved the back area behind the hinge which houses two different vents, one each for the the CPU and the GPU. A Gigabyte rep says the vents help the notebook stay cool even under load. We're really looking forward to testing a U2442N in real-world scenarios where we can see how it plays HD video and games, but for now, it looks promising. Check out the video and gallery below for a closer look at the U2442.",FoxNews
2012-12-06,Nvidia GeForce Experience Software Optimizes Your Game Settings,"Any serious player worth his XP knows that using a games' default settings is a recipe for poor performance. Developers simply don't have time to test every possible PC configuration so they go for the lowest common denominator in their factory settings, either providing worse image quality and special effects to make sure that the game is playable on lesser hardware or keeping the special effects on at the expense of smooth movement. Enter Nvidia GeForce Experience, a new application that reads your system hardware and recommends truly optimal settings for popular games, based on your computer's unique set of hardware. GeForce Experience leverages Nvidia's extensive database of game test data to ensure that you get every light effect, complex texture and physx effect your combination of CPU, video card and memory can provide while still giving you at least 40 frames per second. When you launch the software and select the game title you wish to optimize, GeForce Experience shows you a list of all your current settings and its list of recommendations. You can either accept all the recommendations and hit a button which will change them for you or tweak them yourself. The software also provides a brief explanation of each setting as you hover over it with your mouse. Considering that, even among hardcore gamers, few people know what obscure functions like Anisotropic texture filtering actually do, these definitions can be really helpful for users who want to experiment with the settings on their own. As part of its video card business, Nvidia does pre-release testing on most of the top titles before they come out and works closely with developers to make sure their games work well on a ton of different hardware configurations. To make GeForce Experience work, the company created a special team that takes the testing to another level, identifying target levels of graphics quality, developing special scripts to play through some of the most demanding areas and then feeding the games into huge server farms that use a complex algorithm to come up with recommendations. The client software accesses these servers every time it makes a recommendation. In a brief demo, Nvidia reps showed us the huge difference between default settings and GeForce Experience recommended settings in several demanding titles. In Borderlands 2 at default settings, stones on the ground were blurry and a pond was nothing more than a dry stone indentation, but with the recommendations, the ground had detailed textures and water flowed from the pond. In one of the Call of Duty games at dfeault settings, a street scene was dark with textures so blurry that the numbers on a wrist watch were illegible. With the GeForce Experience settings, colors were brighter, light reflected off of our gun scope and the numbers on the watch were sharp and clear. When our rep fired up Crysis 2, the default settings resulted in an unplayable framerate of just 20 fps and an image that took up only part of the screen. With the the GeForce Experience recomendations, the frame rate jumped to 40 fps while the quality of the images and special effects remained similar. GeForce Experience is entering private beta today, with 10,000 available tester spots and support for over 30 popular game titles, and a goal of reaching over 100 titles in the near future. In early 2013, Nvidia expects to launch the software as a free download for all users of recent Nvidia GPUs (Fermi and Kepler generation) on laptops or desktops.",FoxNews
2016-11-29,Navy gets new flight simulator technology,"The U.S. Navy’s latest flight simulator technology will be found among the exhibits at this year’s Interservice/Industry Training, Simulation and Education Conference (I/ITSEC) taking place in Orlando this week, according to an announcement by NVIDIA. Together with virtual reality (VR) creator Mass Virtual, NVIDIA said the technology runs its Quadro graphics processing unit (GPU) and uses Mass Virtual’s Virtual Attain platform. The end result is a VR simulation that puts pilots in the cockpit of a F-18 fighter jet. Pilots are put through paces and have to determine whether or not an aggressor aircraft is nearby using sounds coming from the cockpit’s radar. NVIDIA wrote that virtual reality training provides soldiers with various realistic combat situations. NAVY REPORTEDLY BALKS AT $800k PROJECTILES FOR NEW WARSHIP Further, “one virtual reality station can train a soldier for multiple scenarios such as driving a tank, reacting under gun fire or reloading a rocket launcher,” wrote NVIDIA, adding that the use of virtual reality in training is highly efficient and cost effective for military organizations. John Brooks, CEO and founder of Mass Virtual said in a press release on NVIDIA’s website, “When you can achieve suspension of disbelief in a virtual environment, a user has much longer retention of what they’ve learned.”",FoxNews
2006-05-11,"Stocks to Watch, May 12: Expedia, Nvidia and Kohl's","SAN FRANCISCO – Among the companies whose shares are expected to see active trade in Friday's session are Expedia Inc., Nvidia Corp. and Kohl's Corp. After Thursday's closing bell, Expedia Inc. (EXPE) reported first-quarter net earnings of $23.3 million, or 6 cents a share, compared with $48 million, or 14 cents a share, during the year-ago period. Adjusted net income was $57 million, or 15 cents a share, vs. $93 million, or 27 cents a share. Revenue at the Bellevue, Wash.-based online travel services company rose 1.8 percent to $493.9 million from $485 million. Analysts polled by Thomson First Call had forecast first-quarter revenue of $544 million. Watch List Analog Devices Inc. (ADI) said second-quarter net income was $145.8 million, or 39 cents a share, compared with $117.6 million, or 31 cents a share, during the same period in the prior year. Analysts polled by Thomson First Call had expected per-share income of 40 cents. Quarterly revenue was $643.9 million, compared with $603.7 million in the prior year. Analysts were looking for a result of $644 million. • Click here to visit FOXBusiness.com's Investing page. Bausch & Lomb Inc. (BOL) notified the Securities and Exchange Commission that it plans to delay its quarterly filing for the period ended April 1. Bausch & Lomb said it sees reducing revenue and income for historical period following several reviews. Big 5 Sporting Goods Corp. (BGFV) reported first-quarter net earnings of $5.94 million, or 26 cents a share, down 7.3 percent from $6.41 million, or 28 cents a share, during the year-ago period. The El Segundo, Calif.-based sporting goods retailer posted revenue of $207.2 million vs. $190.1 million. Analysts surveyed by Thomson First Call had forecast first-quarter earnings of 18 cents a share on revenue of $203 million. Also, the company increased its annual cash dividend 29 percent to 36 cents from 28 cents a share. In addition, Big 5 authorized the buyback of up to $15 million of its shares. Delta Air Lines Inc.'s (DALRQ) first-quarter net loss widened to $2.07 billion from $1.07 billion during the same period in the prior year, company officials said. H&E Equipment Services Inc. (HEES) reported first-quarter net earnings of $9.87 million, or 29 cents a share, up from $951,000, or 4 cents a share, in the year-ago period. Revenue at the Baton Rogue, La.-based company rose 42 percent to $182.2 million from $128.6 million. Holly Corp. (HOC) said it has approved a 2-for-1 stock split, payable in the form of a stock dividend on June 1 to shareholders of record as of May 22. The Dallas-based independent petroleum refiner and marketer also increased its quarterly cash dividend 60 percent on a post-split basis to 8 cents from 5 cents a share, or 10 cents before the stock split. The dividend is payable July 3 to shareholders as of June 22. Hub Group Inc. (HUBG) said its board approved a two-for-one stock split of the company's Class A shares. As part of the split, which will be effective June 6, investors who own the company's Class B shares will receive a dividend of one Class A share for each Class B share owned. Jackson Hewitt Tax Service Inc. (JTX) said it prepared 3.66 million tax returns in fiscal 2006, up 10.2 percent from a year ago, as average revenues per return rose by 13.5 percent. As a result, the Parsippany, N.J.-based company raised its fiscal 2006 per-share earnings forecast to a range of $1.57 to $1.59 from $1.51 to $1.56. It also raised its fiscal 2006 revenue forecast to a range of $273 million to $275 million from $260 million to $265 million. Excluding certain items, the company expects a per-share profit of $1.65 to $1.67. Analysts polled by Thomson First Call are forecasting earnings of $1.57 a share on revenue of $262 million. Kohl's Corp. (KSS) said first-quarter earnings climbed by a third and raised its full-year earnings forecast, benefiting from a surge in same store sales in April. Manugistics Group Inc. (MANU) said it improved to a profit in its fiscal fourth quarter on lower expenses. The company earned $3.4 million, or 4 cents a share, reversing a loss of $17.2 million, or 21 cents a share, a year earlier. After stripping out non-recurring items, Manugistics would have earned $4.6 million, or 6 cents a share, up from a year-ago loss of $2.2 million, or 3 cents a share, on the same basis. Revenue ticked up to $46 million from $45.2 million as license revenue jumped 23 percent during the period ended Feb. 28. Wall Street analysts, on average, expected the maker of supply-chain management software would earn 3 cents a share on revenue of $43.3 million, according to a Thomson First Call survey. Nvidia Corp. (NVDA) reported its first-quarter net income rose to $90.7 million, or 23 cents a share, up from $64.4 million, or 18 cents a share, in the same period last year. Sales rose 17 percent to $681.8 million. Based in Santa Clara, Calif., Nvidia makes graphics chips used in desktops and laptop computers and video games. Pacific Sunwear of California (PSUN) earned $11.9 million, or 16 cents share, in its first quarter, down from $17.6 million, or 23 cents, in the year-ago period. Total sales came in at $299.9 million, up 7.1 percent, but same-store sales fell 1.8 percent. The average estimate of analysts polled by Thomson First Call had been for the company to earn 16 cents a share on revenue of $301 million. For the current quarter, and ""assuming a low- to mid-single-digit"" same-store sales increase, Pacific Sunwear aid it should earn 26 cents to 28 cents a share versus the current Wall Street view of 28 cents. The Pep Boys - Manny, Moe & Jack (PBY) said the first-quarter pro forma loss was $922,000, or 2 cents a share, compared with a loss of $2.47 million, or 4 cents a share, during the same period in the prior year. Analysts polled by Thomson First Call had expected a per-share loss of 3 cents. Quarterly revenue for the automotive aftermarket retail and service chain was $555.9 million, down from $563.5 million. Analysts were looking for a result of $572 million. Online brokerage TD Ameritrade Holding Corp. (AMTD) reported that it handled an average of 278,000 trades a day in April. In February, the last time the online broker reported comparable data, customers traded on average 276,000 times a day. Threshold Pharmaceutical Inc. (THLD) said the Food and Drug Administration has placed its TH-070 clinical development program for benign prostatic hyperplasia on partial hold. The FDA's action follows abnormalities observed in liver enzyme levels in six subjects in ongoing clinical trials, including three ""serious adverse event"" at three months of dosing. Copyright (c) 2006 MarketWatch, Inc.",FoxNews
2022-07-19,"CNN, MSNBC, ABC, CBS, NBC ignore Pelosi's husband buying over $1 million of computer chip stock ahead of vote","Paul Pelosi, House Speaker Nancy Pelosi's husband, made a stock purchase of over $1 million in a computer chip company just weeks before a potential vote in Congress which would give a massive subsidy to the industry but anyone who relied on CNN, MSNBC, ABC, CBS or NBC for information would have no idea. Mr. Pelosi made a purchase of between $1 million and $5 million shares of Nvidia, a semiconductor company, according to a disclosure filing made by Speaker Pelosi's office. He exercised 200 call options, or 20,000 shares, the disclosure states. The disclosure raised eyebrows, as Reuters reported that the Senate could vote on a bill that contains billions of dollars in subsidies within the semiconductor industry as early as Tuesday. However, CNN, MSNBC, ABC, CBS and NBC failed to mention Paul Pelosi on the air from when it broke on July 15 through primetime on Monday, according to a search of transcripts conducted by Fox News Digital. Curtis Houck, managing editor of right-leaning media watchdog NewsBusters, said it was ""no accident that the liberal media have made the decision to ignore"" the story that could damage Pelosi. ""For those that are aware of it, they have zero comprehension and/or shame to realize how it's a quintessential story of how the elites work for their own financial benefit, not that of the American people,"" Houck told Fox News Digital. ""If this were Kevin McCarthy's wife, there'd be zero question as to whether ABC, CBS, CNN, MSNBC, and NBC would be having full reports about it with snarky chyrons and commentaries from the Rachel Maddows and Don Lemons of the world,"" Houck continued. ""Same goes for the major newspapers. A-1 stories would be guaranteed. But because it involves Paul Pelosi, they'd rather play ball with their friends and avoid drawing the ire of the Speaker's office."" In 2020, Republican Sen. Richard Burr, N.C., and other high-profile lawmakers came under fire for stock sales in the run-up to the COVID-19 pandemic that were suspected to have been made based on confidential information about the pending outbreak. CNN, MSNBC, ABC, CBS and NBC all covered the story. ""The Rachel Maddow Show"" even featured a lengthy commentary about it. Meanwhile, Nancy Pelosi's office has attempted to distance the House Speaker from her husband’s recent stock trades. ""The Speaker does not own any stocks. As you can see from the required disclosures, with which the Speaker fully cooperates, these transactions are marked ‘SP’ for Spouse. The Speaker has no prior knowledge or subsequent involvement in any transactions,"" spokesman Drew Hammill told FOX Business. FOX Business’ Charlie Gasparino appeared on ""Tucker Carlson Tonight"" on Monday to discuss whether the move could be insider trading. ""This dude is a rising star on Wall Street,"" Gasparino joked before taking a serious tone. ""Obviously this brings up the notion, is this insider trading? Is she giving him some tips? We should point out that the SEC and the DOJ have brought cases on insider tips via pillow talk. Trust me on this. It’s happened,"" he said. ""I don’t believe this hits the insider trading bar… a lot of information about this legislation was bouncing around, it has to be material, non-public, stolen, misappropriated. It kind of doesn’t hit those barriers. But what this does hit is limousine liberalism, arrogance on steroids."" Gasparino continued: ""He knows that he has an information edge. Not saying it’s illegal, but he knows he has an information edge. He and his wife talk about stuff… he knows what’s coming down the pike... It’s really disgusting looking."" Paul Pelosi, 82, has been married to Nancy Pelosi since 1963. Last month, he was charged with DUI with injury by the Napa County District Attorney's Office after he was involved in a crash on May 28. Fox News’ Adam Sabes contributed to this report.",FoxNews
2012-03-07,"MSI GT60 and GT70 at CeBIT: Gaming Notebooks with Nvidia Graphics, Ivy Bridge (?)","Gigabyte isn't the only company with new gaming systems to unveil at CeBIT. MSI is also here with two new notebooks: the GT60 (16 inches) and the GT70. MSI wouldn't show us any demos of the graphics on either machine because the GPU is still under wraps. We can tell you that the notebooks are Nvidia-powered, and when they ship in June they will almost certainly ship with Intel's Ivy Bridge CPU. The GT60 and GT70 are the first gaming notebooks to feature SteelSeries keyboards, which include multi-color backlighting that can be configured to suite your fragging preferences. You have plenty of ports on board, too: USB 2.0, USB 3.0 (including sleep and charge capability for juicing gadgets even when the notebook is off), HDMI and an optical drive. And there's no slacking on storage with these systems: MSI will offer two SSDs in a RAID 0 configuration plus the standard hard drive.",FoxNews
2015-03-18,Elon Musk: Autonomous cars may lead to driving being outlawed,"Tesla Motors CEO Elon Musk has come out and stated what many opponents of autonomous cars may be secretly fearing: driving becoming outlawed. Musk made the comments at a conference held by tech company Nvidia on Tuesday. “In the distant future, I think people may outlaw driving cars because it’s too dangerous,” Musk said at the conference. “You can’t have a person driving a two-ton death machine.” Such comments make Musk, who at one point owned a McLaren F1 and has consistently strived to make his company’s Model S electric sedan a more thrilling drive, sound like he favors taking control away from the general public, though comments he made on Twitter after the conference suggest this is not the case. “To be clear, Tesla is strongly in favor of people being allowed to drive their cars and always will be,” he said on Twitter. “Hopefully, that is obvious.” The strongest argument for autonomous cars is their safety—research has shown that human error is the main cause of crashes. By taking control away from the driver, driving could be made safer, or so the proponents of the technology claim. Those proponents include governments, safety groups and even some automakers, which are committed to accident-free driving. Tesla has added some semi-autonomous features to its Model S. Last fall, the Californian firm announced an ""Autopilot"" feature with some basic functions. Eventually, the Autopilot will be upgraded to give the Model S self-driving capability on the highway from on-ramp to off-ramp, though there’s been no mention of a timeframe for this. More auto news from Motor Authority",FoxNews
2012-08-29,"ASUS Unveils 15-inch Zenbook U500VZ Notebook With Nvidia Graphics, Dual SSDs","Proving that slim does not mean underpowered, ASUS today took the wraps off the Zenbook U500VZ, a powerful 15-inch notebook that's just .77-inches thick, but packs a bevvy of high-end specs such as a quad-core Core i7 CPU, optional Nvidia GT650M graphics and a variety of storage options that includes dual SSDs. With a full HD (1920 x 1080) IPS anti-glare display and a backlit keyboard with number pad, the Zenbook U500VZ should appeal to content creators, gamers and anyone who craves plenty of portable power. With its aluminum shell and ""hairline"" finish, the U500VZ is designed for style, not just raw performance. However, ASUS is not calling the Zenbook U500VZ an Ultrabook and did not mention weight in its press materials so we don't know yet how this notebook will stack up against other ultraportable 15-inchers like the MacBook Pro with Retina Display and Samsung Series 9 15-inch. The company claims that the U500VZ's battery life is ""impressive"" and that its Super Hybrid II software, which controls system speed, will provide 25 percent longer battery life ""when it's needed most."" We'll put these claims to the test when we get the notebook in for review. ASUS hasn't released pricing or availability information on the U500VZ, but we suspect it will be available in time for the holidays. The notebook will come in several different configurations, some of which will have dual SSDs with up to 512GB of storage and others of which will have a single SSD paired with a hard drive. Some configurations will have Nvidia GT650M graphics while others will not. We look forward to getting a closer look at the Zenbook U500VZ here at the IFA Berlin show so stay tuned.",FoxNews
2012-07-25,"Help Me, LAPTOP: I Need a Gaming Notebook Under 5 Pounds","Is the MacBook Pro with Retina Display the new king of PC gaming notebooks? Reader Petetor (a victim of Valve's ludicrously low-priced Steam Summer Sale) bought ""Batman: Arkham City"" for dirt-cheap and is looking for a gaming rig powerful enough to play it -- that weighs less than five pounds. My current machine, while still pretty good, can't hope to cope with gameplay like the Batman Arkham series, Deus Ex: Human Revolution, Serious Sam 3 or Alan Wake with at least medium settings and decent resolutions. However, the portability it brings to the table (easy to carry around in one hand or in a bag) is a huge plus which I'd like to keep. So, here are the requirements: It should weigh less than 5 pounds. Screen resolution should be at least 1600x900. Graphics capability should be around the level of a GeForce 650M. Monitor quality: anything better than my current's (which has bad vertical viewing angles and uneven brightness). Budget is not necessarily an issue, but of course cheaper would be better. So, do you think that somewhere out there's a laptop that's a good fit for me? The desire to wing your way through the mean streets of Gotham as the Dark Knight, delivering justice to petty thugs with batarangs and well-timed fists to the head, is of course a natural inclination -- as is the desire to avoid damaging your spine by lugging around a ten-pound gaming notebook actually capable of playing ""Arkham City"" on medium settings at more than 30 frames per second. Does a notebook that packs these specs and weighs less than five pounds really exist? The only notebook that really nails every one of Petetor's criteria is the MacBook Pro with retina display ($2,199). This 4.46-pound, 0.71-inch-thick beast sports an Nvidia GeForce GT 650M GPU with 1GB of VRAM and a jaw-dropping 2880 x 1800 display. When playing ""Arkham City"" using Boot Camp, we were able to notch a whopping 115 frames per second with the resolution set to 1366 x 768 and the graphics set to Low -- that is, until the game crashed on us. According to our readers, however, the latest beta drivers for the 650M allow ""Arkham City"" to run on the MacBook Pro, and with excellent frame rates: One reader wrote that he was able to consistently maintain 45 fps with a resolution of 1920 x 1200 and High settings. However, if Petetor wants excellent graphics and at least a 1600 x 900 display, but isn't interested in the MacBook Pro, he's going to have to compromise on weight. We found a number of notebooks powerful enough to handle ""Arkham City"" that weigh just a bit more than five pounds. [See More: Top 10 Notebooks Now] The new Dell XPS 15 ($1,699) delivers on pretty much all of Petetor's criteria: it sports an Nvidia GeForce GT 640M GPU with 2GB of VRAM and a gorgeous 1920 x 1080p Gorilla Glass display, and weighs just 6 pounds. Unfortunately, the system seemed to struggle when running ""Arkham City"" as even with the resolution at 1366 x 768 and the graphics set to Low, the notebook managed only 36 fps. Although the latest drivers from Nvidia may increase performance, the XPS 15 isn't the best choice for playing the latest games. At 6.3 pounds, the 17-inch Samsung Series 7 Chronos ($1,499) weighs just a bit more than the 15-inch XPS 15 and delivers similar graphics performance. While ""Arkham City"" looks excellent on its 1920 x 1080 display, the notebook's Nvidia GeForce GT 650M GPU with 2GB of VRAM managed only 36 frames per second with the resolution at 1366 x 768 and the graphics set to Low. [See More: The Best & Worst Laptop Brands of 2012] Of course, we would be remiss if we failed to mention the Alienware M14x R2, a 14-inch powerhouse featuring a 1600 x 900 display and an Nvidia GeForce GT 650M GPU with 2GB of VRAM. Sure, it weighs 6.4 pounds, but this notebook easily cranked out 41 frames per second while playing ""Arkham City"" at its native resolution and with the graphics set to Low. Unlike with most the systems mentioned above, you could turn on more advanced graphics features and easily maintain a frame rate above 30 fps. If you have a question about fixing a technical problem or buying a new product, drop us a line at helpme@laptopmag.com and we’ll respond to the most interesting questions in this section.",FoxNews
2012-06-06,"New Samsung Series 5 Laptops Pack Nvidia Graphics, JBL Speakers","Although Ultrabooks are all anyone can talk about these days, some shoppers just want a solid multimedia notebook that can play the latest games and look good--and sound good--doing it. Enter Samsung's new 14-inch Series 5 500 and 15.6-inch Series 5, which boast load JBL speakers along with Intel's 3rd-generation Core processors and Nvidia's GeForce GT 630M graphics. Here's a quick rundown of both machines. Samsung 14-inch Series 5 500 This 5-pound powerhouse is a smart choice for students who want a fast and sleek notebook for work and play. We like the swooping curves on this chassis, as well as the solid tactile feedback provided by the keyboard. Above the keyboard on the Series 5 500 you'll find two unique buttons, one for automatically adjusting power settings to help save juice and another for engaging Samsung EasyShare for sharing files with the click of a button via Wi-Fi Direct. Under the hood is a Core i5-3210M processor and 500GB hard drive, plus Nvidia GeForce GT 630M graphics for playing some ""Diablo III"" between classes. You'll also find a DVD drive, which is easier for loading games than downloading. Too bad the version of the 14-inch Series 5 500 shipping in the U.S. won't sport the same silver-and-white design as the pre-production model we played with. Samsung has opted for a more tame black-and-gray aesthetic, although the brushed-metal like pattern on the lid looks cool. The notebook will be available in mid-June for $799. 15.6-inch Series 5 Notebook The beefier of the two new Series 5 laptops, the $899 15.6-inch Series 5 has the same Nvidia GeForce GT 630M GPU as the 14-inch model but steps up the CPU to a Core i7-3610QM. It also has a roomier 750GB hard drive and adds a subwoofer on the bottom for a serious bass boost. Samsung bundles SoundAlive Technology for adding virtual 3D sound and switching between modes (like music and movies). You also get a dedicated number pad to the right of the keyboard. While the lid is plastic, the finish has the appearance of brushed metal, which resists fingerprints. The 1366 x 768-pixel display is a bit low for our tastes, but the the 15.6-inch has some pretty impressive multimedia chops for the money. It, too, will be available in mid-June for $899.",FoxNews
2012-05-14,Origin EON 17-S Gaming Notebook Unboxing: Power Tools Required,"It's not often that we get wood crates delivered to our office, so we were more than intrigued when a package with ORIGIN stamped on the front arrived today. Inside was a new Origin EON 17-S notebook with a 2.9-GHz Intel Core i7-3920XM processor, 16GB of RAM, Nvidia GeForce GTX 675M graphics with 2GB of DDR5 memory, dual 120GB Corsair SSDs, and a 1TB 5,400-rpm hard drive. But there was so much more. To get the box open, we first had to remove eight screws from the lid. Fortunately, they came out easily; no crowbar required. The crate opened to reveal... ...wait for it... another box. Once we opened the carboard box, we found the EON 17-S in a felt case, and a number of other accoutrements. Inside were two smaller boxes. One held documentation and install CDs, and the other, an external Blu-ray writer. The optical drive bay on our system was filled with a second hard drive. Also in the box was one massive power brick. If you feel your muscles atrophying after weeks of gaming, do a few curls with this thing. Finally, Origin threw in a few fun things, too. One is a black t-shirt with the Origin logo (unfortunately, it won't hide cheezy-poof stains) and a poster featuring Origin's monster about to devour some hapless aliens. The humanity! So that's what you can expect if you order an Origin notebook; stay tuned for our full review of the EON 17-S.",FoxNews
